data;sistema;volume_porcentagem;volume_variacao;volume_operacional;pluviometria_dia;pluviometria_mensal;pluviometria_hist
2022-12-06;Cantareira;34,2;0,4;335,96606;19,1;58,5;209,9
2022-12-06;Alto Tietê;46,1;0,2;258,17020;10,2;38,9;189,3
2022-12-06;Guarapiranga;78,9;1,3;135,14254;15,8;57,4;173,3
2022-12-06;Cotia;45,4;0,7;7,49368;26,6;69,2;166,2
2022-12-06;Rio Grande;102,9;0,3;115,45480;10,8;64,2;188,0
2022-12-06;Rio Claro;40,8;0,0;5,57561;3,6;77,2;258,7
2022-12-06;São Lourenço;81,2;3,1;72,09237;20,2;189,2;211,9
2022-12-05;Cantareira;33,8;0,2;332,17758;8,0;39,4;209,9
2022-12-05;Alto Tietê;45,9;0,2;257,32693;11,8;28,7;189,3
2022-12-05;Guarapiranga;77,6;0,9;132,82057;7,6;41,6;173,3
2022-12-05;Cotia;44,7;0,8;7,37508;2,2;42,6;166,2
2022-12-05;Rio Grande;102,6;0,4;115,06678;7,2;53,4;188,0
2022-12-05;Rio Claro;40,8;0,3;5,57561;19,8;73,6;258,7
2022-12-05;São Lourenço;78,1;1,6;69,34146;37,6;169,0;211,9
2022-12-04;Cantareira;33,6;0,2;329,76943;15,4;31,4;209,9
2022-12-04;Alto Tietê;45,7;0,0;256,20621;11,0;16,9;189,3
2022-12-04;Guarapiranga;76,7;0,9;131,27717;8,4;34,0;173,3
2022-12-04;Cotia;43,9;1,0;7,23414;15,0;40,4;166,2
2022-12-04;Rio Grande;102,2;-0,2;114,67957;30,2;46,2;188,0
2022-12-04;Rio Claro;40,5;0,1;5,53504;9,0;53,8;258,7
2022-12-04;São Lourenço;76,5;1,1;67,93274;108,8;131,4;211,9
2022-12-03;Cantareira;33,4;0,0;328,48642;0,9;16,0;209,9
2022-12-03;Alto Tietê;45,7;0,0;256,24373;0,8;5,9;189,3
2022-12-03;Guarapiranga;75,8;0,3;129,73759;2,4;25,6;173,3
2022-12-03;Cotia;42,9;0,0;7,07158;20,4;25,4;166,2
2022-12-03;Rio Grande;102,4;-0,7;114,87307;0,0;16,0;188,0
2022-12-03;Rio Claro;40,4;0,0;5,51483;0,0;44,8;258,7
2022-12-03;São Lourenço;75,4;-0,6;66,93377;4,4;22,6;211,9
2022-12-02;Cantareira;33,4;0,0;328,41550;0,3;15,1;209,9
2022-12-02;Alto Tietê;45,7;0,0;256,28531;0,1;5,1;189,3
2022-12-02;Guarapiranga;75,5;0,8;129,22527;0,0;23,2;173,3
2022-12-02;Cotia;42,9;0,2;7,07158;0,0;5,0;166,2
2022-12-02;Rio Grande;103,1;-0,3;115,64911;0,0;16,0;188,0
2022-12-02;Rio Claro;40,4;0,1;5,51483;5,0;44,8;258,7
2022-12-02;São Lourenço;76,0;-0,1;67,53243;0,2;18,2;211,9
2022-12-01;Cantareira;33,4;0,3;327,91300;14,8;14,8;209,9
2022-12-01;Alto Tietê;45,7;0,1;256,04095;5,0;5,0;189,3
2022-12-01;Guarapiranga;74,7;2,0;127,94641;23,2;23,2;173,3
2022-12-01;Cotia;42,7;0,8;7,04852;5,0;5,0;166,2
2022-12-01;Rio Grande;103,4;-0,2;116,03834;16,0;16,0;188,0
2022-12-01;Rio Claro;40,3;0,8;5,50475;39,8;39,8;258,7
2022-12-01;São Lourenço;76,1;1,2;67,63242;18,0;18,0;211,9
2022-11-30;Cantareira;33,1;0,2;325,27467;10,0;162,2;149,5
2022-11-30;Alto Tietê;45,6;0,1;255,39829;4,6;85,1;124,6
2022-11-30;Guarapiranga;72,7;0,9;124,38091;11,2;126,4;124,0
2022-11-30;Cotia;41,9;1,2;6,91104;8,2;123,2;123,9
2022-11-30;Rio Grande;103,6;-0,4;116,23326;3,0;184,6;137,3
2022-11-30;Rio Claro;39,5;0,2;5,39476;6,6;211,6;194,0
2022-11-30;São Lourenço;74,9;2,0;66,53584;10,0;107,6;151,2
2022-11-29;Cantareira;32,9;0,3;323,47034;15,8;152,2;149,5
2022-11-29;Alto Tietê;45,5;0,1;255,03966;15,4;80,5;124,6
2022-11-29;Guarapiranga;71,8;1,4;122,86002;22,4;115,2;124,0
2022-11-29;Cotia;40,7;1,7;6,70758;28,8;115,0;123,9
2022-11-29;Rio Grande;104,0;0,4;116,62370;30,2;181,6;137,3
2022-11-29;Rio Claro;39,3;0,2;5,36505;7,8;205,0;194,0
2022-11-29;São Lourenço;72,9;1,0;64,75687;0,2;97,6;151,2
2022-11-28;Cantareira;32,6;0,1;320,47330;5,6;136,4;149,5
2022-11-28;Alto Tietê;45,4;-0,1;254,16184;1,5;65,1;124,6
2022-11-28;Guarapiranga;70,4;1,7;120,58715;0,8;92,8;124,0
2022-11-28;Cotia;39,0;-0,3;6,44143;0,4;86,2;123,9
2022-11-28;Rio Grande;103,6;-0,5;116,23326;6,0;151,4;137,3
2022-11-28;Rio Claro;39,1;0,2;5,34531;3,6;197,2;194,0
2022-11-28;São Lourenço;71,9;-0,1;63,87445;0,0;97,4;151,2
2022-11-27;Cantareira;32,5;0,0;319,64018;0,3;130,8;149,5
2022-11-27;Alto Tietê;45,5;0,1;254,69903;0,8;63,6;124,6
2022-11-27;Guarapiranga;68,7;2,9;117,57302;0,0;92,0;124,0
2022-11-27;Cotia;39,3;-0,3;6,48538;0,0;85,8;123,9
2022-11-27;Rio Grande;104,1;-0,6;116,81923;0,4;145,4;137,3
2022-11-27;Rio Claro;38,9;0,0;5,31579;0,6;193,6;194,0
2022-11-27;São Lourenço;72,0;2,1;63,97226;0,2;97,4;151,2
2022-11-26;Cantareira;32,5;0,2;318,94292;0,2;130,5;149,5
2022-11-26;Alto Tietê;45,4;-0,2;254,65121;0,2;62,8;124,6
2022-11-26;Guarapiranga;65,8;1,8;112,59341;0,0;92,0;124,0
2022-11-26;Cotia;39,6;0,3;6,52950;0,0;85,8;123,9
2022-11-26;Rio Grande;104,7;0,4;117,40703;1,6;145,0;137,3
2022-11-26;Rio Claro;38,9;2,1;5,31579;16,4;193,0;194,0
2022-11-26;São Lourenço;69,9;3,0;62,12347;0,2;97,2;151,2
2022-11-25;Cantareira;32,3;0,3;317,68635;2,6;130,4;149,5
2022-11-25;Alto Tietê;45,6;0,1;255,26662;3,2;62,6;124,6
2022-11-25;Guarapiranga;64,0;2,2;109,63346;30,0;92,0;124,0
2022-11-25;Cotia;39,3;0,0;6,48538;17,6;85,8;123,9
2022-11-25;Rio Grande;104,3;1,4;117,01496;38,0;143,4;137,3
2022-11-25;Rio Claro;36,8;1,2;5,02727;16,6;176,6;194,0
2022-11-25;São Lourenço;66,9;1,2;59,43562;0,2;97,0;151,2
2022-11-24;Cantareira;32,0;0,6;314,23285;38,6;127,8;149,5
2022-11-24;Alto Tietê;45,5;0,1;255,13387;20,3;59,4;124,6
2022-11-24;Guarapiranga;61,8;1,2;105,72109;12,4;62,0;124,0
2022-11-24;Cotia;39,3;-0,4;6,48538;9,2;68,2;123,9
2022-11-24;Rio Grande;102,9;2,9;115,45480;20,0;105,4;137,3
2022-11-24;Rio Claro;35,6;0,8;4,86900;20,6;160,0;194,0
2022-11-24;São Lourenço;65,7;0,5;58,39133;1,0;96,8;151,2
2022-11-23;Cantareira;31,4;0,0;308,32581;7,5;89,2;149,5
2022-11-23;Alto Tietê;45,4;-0,2;254,65540;6,5;39,1;124,6
2022-11-23;Guarapiranga;60,6;0,3;103,78015;4,4;49,6;124,0
2022-11-23;Cotia;39,7;-0,4;6,55162;2,8;59,0;123,9
2022-11-23;Rio Grande;100,0;0,0;112,18231;5,2;85,4;137,3
2022-11-23;Rio Claro;34,8;0,0;4,75048;0,0;139,4;194,0
2022-11-23;São Lourenço;65,2;0,0;57,91879;13,0;95,8;151,2
2022-11-22;Cantareira;31,4;-0,1;308,46171;0,0;81,7;149,5
2022-11-22;Alto Tietê;45,6;-0,2;255,77416;0,0;32,6;124,6
2022-11-22;Guarapiranga;60,3;-0,3;103,29654;0,0;45,2;124,0
2022-11-22;Cotia;40,1;-0,4;6,61822;0,0;56,2;123,9
2022-11-22;Rio Grande;100,0;-0,3;112,22048;0,0;80,2;137,3
2022-11-22;Rio Claro;34,8;-0,2;4,75952;0,0;139,4;194,0
2022-11-22;São Lourenço;65,2;-1,6;57,91879;0,0;82,8;151,2
2022-11-21;Cantareira;31,5;0,0;309,40137;8,9;81,7;149,5
2022-11-21;Alto Tietê;45,8;-0,2;256,77393;1,1;32,6;124,6
2022-11-21;Guarapiranga;60,6;-0,3;103,78015;17,2;45,2;124,0
2022-11-21;Cotia;40,5;-0,4;6,68518;5,0;56,2;123,9
2022-11-21;Rio Grande;100,3;-0,2;112,56430;0,0;80,2;137,3
2022-11-21;Rio Claro;35,0;-0,2;4,78672;0,0;139,4;194,0
2022-11-21;São Lourenço;66,8;-1,4;59,34042;0,0;82,8;151,2
2022-11-20;Cantareira;31,5;-0,1;309,69666;0,0;72,8;149,5
2022-11-20;Alto Tietê;46,0;-0,3;257,98077;0,0;31,5;124,6
2022-11-20;Guarapiranga;60,9;-0,3;104,26441;0,0;28,0;124,0
2022-11-20;Cotia;40,9;-0,4;6,75251;0,0;51,2;123,9
2022-11-20;Rio Grande;100,5;-0,2;112,75560;0,0;80,2;137,3
2022-11-20;Rio Claro;35,2;-0,2;4,80492;0,0;139,4;194,0
2022-11-20;São Lourenço;68,2;-1,4;60,58228;0,0;82,8;151,2
2022-11-19;Cantareira;31,6;-0,2;310,72161;0,0;72,8;149,5
2022-11-19;Alto Tietê;46,3;-0,1;259,21393;0,0;31,5;124,6
2022-11-19;Guarapiranga;61,2;-0,3;104,74932;0,0;28,0;124,0
2022-11-19;Cotia;41,3;-0,5;6,82021;0,0;51,2;123,9
2022-11-19;Rio Grande;100,7;-0,3;112,94709;0,0;80,2;137,3
2022-11-19;Rio Claro;35,4;-0,1;4,83231;0,0;139,4;194,0
2022-11-19;São Lourenço;69,6;-1,5;61,83341;0,2;82,8;151,2
2022-11-18;Cantareira;31,8;0,0;311,90485;0,0;72,8;149,5
2022-11-18;Alto Tietê;46,4;-0,2;260,24891;0,1;31,5;124,6
2022-11-18;Guarapiranga;61,5;-0,3;105,23489;0,0;28,0;124,0
2022-11-18;Cotia;41,8;-0,2;6,88827;0,0;51,2;123,9
2022-11-18;Rio Grande;101,0;-0,2;113,33068;0,0;80,2;137,3
2022-11-18;Rio Claro;35,5;-0,2;4,85063;0,0;139,4;194,0
2022-11-18;São Lourenço;71,1;-1,5;63,19133;0,0;82,6;151,2
2022-11-17;Cantareira;31,8;-0,1;312,73352;0,0;72,8;149,5
2022-11-17;Alto Tietê;46,6;-0,2;261,28490;0,0;31,4;124,6
2022-11-17;Guarapiranga;61,8;-0,2;105,72109;0,0;28,0;124,0
2022-11-17;Cotia;42,0;-0,3;6,93385;0,0;51,2;123,9
2022-11-17;Rio Grande;101,2;-0,2;113,52278;0,0;80,2;137,3
2022-11-17;Rio Claro;35,7;-0,1;4,87821;0,0;139,4;194,0
2022-11-17;São Lourenço;72,6;-1,1;64,46221;0,2;82,6;151,2
2022-11-16;Cantareira;31,9;0,0;313,53154;1,5;72,8;149,5
2022-11-16;Alto Tietê;46,8;-0,1;262,17817;2,6;31,4;124,6
2022-11-16;Guarapiranga;62,0;0,0;106,20794;0,0;28,0;124,0
2022-11-16;Cotia;42,3;-0,3;6,97960;0,0;51,2;123,9
2022-11-16;Rio Grande;101,4;-0,3;113,71507;0,0;80,2;137,3
2022-11-16;Rio Claro;35,8;-0,2;4,89666;0,4;139,4;194,0
2022-11-16;São Lourenço;73,7;-0,7;65,44644;0,0;82,4;151,2
2022-11-15;Cantareira;31,9;0,1;313,57016;7,5;71,3;149,5
2022-11-15;Alto Tietê;46,9;0,0;262,70717;2,4;28,8;124,6
2022-11-15;Guarapiranga;62,0;0,1;106,20794;4,0;28,0;124,0
2022-11-15;Cotia;42,6;0,0;7,02551;1,6;51,2;123,9
2022-11-15;Rio Grande;101,7;-0,2;114,10027;0,4;80,2;137,3
2022-11-15;Rio Claro;36,0;-0,3;4,91516;2,6;139,0;194,0
2022-11-15;São Lourenço;74,4;-0,2;66,03978;3,0;82,4;151,2
2022-11-14;Cantareira;31,8;0,0;312,28831;9,1;63,8;149,5
2022-11-14;Alto Tietê;46,9;-0,1;262,87525;1,1;26,4;124,6
2022-11-14;Guarapiranga;61,9;0,0;105,96443;2,2;24,0;124,0
2022-11-14;Cotia;42,6;-0,1;7,02551;12,0;49,6;123,9
2022-11-14;Rio Grande;101,9;-0,2;114,29317;2,4;79,8;137,3
2022-11-14;Rio Claro;36,3;-1,6;4,96165;0,2;136,4;194,0
2022-11-14;São Lourenço;74,6;-0,4;66,23803;21,8;79,4;151,2
2022-11-13;Cantareira;31,8;-0,1;312,30555;0,0;54,7;149,5
2022-11-13;Alto Tietê;47,0;0,0;263,26990;0,1;25,3;124,6
2022-11-13;Guarapiranga;61,9;0,0;105,96443;0,2;21,8;124,0
2022-11-13;Cotia;42,7;-0,3;7,04852;0,0;37,6;123,9
2022-11-13;Rio Grande;102,1;0,2;114,48627;0,0;77,4;137,3
2022-11-13;Rio Claro;37,9;-1,6;5,17966;1,0;136,2;194,0
2022-11-13;São Lourenço;75,0;-0,6;66,63524;0,2;57,6;151,2
2022-11-12;Cantareira;31,9;0,0;313,08879;17,3;54,7;149,5
2022-11-12;Alto Tietê;47,0;0,0;263,50853;8,7;25,2;124,6
2022-11-12;Guarapiranga;61,9;0,1;105,96443;7,6;21,6;124,0
2022-11-12;Cotia;43,0;0,0;7,09468;23,8;37,6;123,9
2022-11-12;Rio Grande;101,9;0,7;114,29317;33,8;77,4;137,3
2022-11-12;Rio Claro;39,5;-1,7;5,39873;8,6;135,2;194,0
2022-11-12;São Lourenço;75,6;-1,1;67,13308;16,2;57,4;151,2
2022-11-11;Cantareira;31,9;-0,1;312,97168;0,0;37,4;149,5
2022-11-11;Alto Tietê;47,0;-0,1;263,35568;0,0;16,5;124,6
2022-11-11;Guarapiranga;61,8;-0,1;105,72109;0,0;14,0;124,0
2022-11-11;Cotia;43,0;-0,3;7,09468;0,0;13,8;123,9
2022-11-11;Rio Grande;101,2;-0,2;113,52278;0,0;43,6;137,3
2022-11-11;Rio Claro;41,2;-1,7;5,62663;0,0;126,6;194,0
2022-11-11;São Lourenço;76,7;-1,3;68,13326;0,0;41,2;151,2
2022-11-10;Cantareira;32,0;-0,1;314,46536;0,8;37,4;149,5
2022-11-10;Alto Tietê;47,1;0,0;263,66669;0,0;16,5;124,6
2022-11-10;Guarapiranga;61,9;-0,3;105,96443;0,0;14,0;124,0
2022-11-10;Cotia;43,3;-0,4;7,14100;0,0;13,8;123,9
2022-11-10;Rio Grande;101,4;-0,1;113,71507;0,0;43,6;137,3
2022-11-10;Rio Claro;42,9;-1,8;5,86580;0,2;126,6;194,0
2022-11-10;São Lourenço;78,0;-1,4;69,24044;0,2;41,2;151,2
2022-11-09;Cantareira;32,1;-0,1;315,28875;0,0;36,6;149,5
2022-11-09;Alto Tietê;47,1;-0,1;264,17512;0,1;16,5;124,6
2022-11-09;Guarapiranga;62,2;-0,3;106,45160;0,0;14,0;124,0
2022-11-09;Cotia;43,7;-0,4;7,21079;0,0;13,8;123,9
2022-11-09;Rio Grande;101,5;-0,4;113,90757;0,0;43,6;137,3
2022-11-09;Rio Claro;44,7;-1,9;6,10698;0,0;126,4;194,0
2022-11-09;São Lourenço;79,4;-1,4;70,55848;0,6;41,0;151,2
2022-11-08;Cantareira;32,2;-0,2;316,67554;0,3;36,6;149,5
2022-11-08;Alto Tietê;47,2;0,0;264,49179;0,2;16,4;124,6
2022-11-08;Guarapiranga;62,5;0,0;106,93940;0,0;14,0;124,0
2022-11-08;Cotia;44,1;-0,5;7,28095;0,0;13,8;123,9
2022-11-08;Rio Grande;101,9;-0,2;114,29317;0,0;43,6;137,3
2022-11-08;Rio Claro;46,6;-1,9;6,36665;0,2;126,4;194,0
2022-11-08;São Lourenço;80,8;-1,3;71,78446;0,8;40,4;151,2
2022-11-07;Cantareira;32,4;0,0;317,70320;8,1;36,3;149,5
2022-11-07;Alto Tietê;47,2;0,0;264,60609;0,7;16,2;124,6
2022-11-07;Guarapiranga;62,5;0,3;106,93940;0,0;14,0;124,0
2022-11-07;Cotia;44,6;-0,4;7,35149;0,0;13,8;123,9
2022-11-07;Rio Grande;102,1;-0,3;114,48627;0,0;43,6;137,3
2022-11-07;Rio Claro;48,5;-1,9;6,62284;5,4;126,2;194,0
2022-11-07;São Lourenço;82,1;-1,0;72,91625;0,6;39,6;151,2
2022-11-06;Cantareira;32,4;0,0;317,91226;0,0;28,2;149,5
2022-11-06;Alto Tietê;47,2;0,0;264,65445;0,0;15,5;124,6
2022-11-06;Guarapiranga;62,2;0,7;106,45160;0,0;14,0;124,0
2022-11-06;Cotia;45,0;-0,4;7,42240;0,0;13,8;123,9
2022-11-06;Rio Grande;102,4;-0,2;114,87307;0,0;43,6;137,3
2022-11-06;Rio Claro;50,4;-2,0;6,88659;0,0;120,8;194,0
2022-11-06;São Lourenço;83,1;0,1;73,84800;0,4;39,0;151,2
2022-11-05;Cantareira;32,4;-0,1;318,63970;0,0;28,2;149,5
2022-11-05;Alto Tietê;47,2;0,1;264,51382;0,0;15,5;124,6
2022-11-05;Guarapiranga;61,5;0,6;105,23489;0,8;14,0;124,0
2022-11-05;Cotia;45,4;-0,3;7,49368;0,2;13,8;123,9
2022-11-05;Rio Grande;102,6;0,0;115,06678;1,8;43,6;137,3
2022-11-05;Rio Claro;52,4;-2,0;7,16416;0,0;120,8;194,0
2022-11-05;São Lourenço;83,0;2,8;73,74421;1,2;38,6;151,2
2022-11-04;Cantareira;32,5;0,1;318,88601;0,1;28,2;149,5
2022-11-04;Alto Tietê;47,1;0,3;263,92394;0,7;15,5;124,6
2022-11-04;Guarapiranga;60,9;0,4;104,26441;0,2;13,2;124,0
2022-11-04;Cotia;45,7;-0,2;7,54141;1,2;13,6;123,9
2022-11-04;Rio Grande;102,6;1,2;115,06678;1,0;41,8;137,3
2022-11-04;Rio Claro;54,4;-2,0;7,43732;0,2;120,8;194,0
2022-11-04;São Lourenço;80,2;5,3;71,27254;6,2;37,4;151,2
2022-11-03;Cantareira;32,4;0,1;317,70914;3,9;28,1;149,5
2022-11-03;Alto Tietê;46,8;0,9;262,05307;2,0;14,8;124,6
2022-11-03;Guarapiranga;60,5;0,4;103,53826;6,4;13,0;124,0
2022-11-03;Cotia;45,9;0,0;7,56534;3,2;12,4;123,9
2022-11-03;Rio Grande;101,4;3,4;113,71507;19,4;40,8;137,3
2022-11-03;Rio Claro;56,4;0,7;7,70518;13,6;120,6;194,0
2022-11-03;São Lourenço;74,9;3,9;66,53584;10,0;31,2;151,2
2022-11-02;Cantareira;32,3;0,1;317,05518;1,1;24,2;149,5
2022-11-02;Alto Tietê;45,9;0,6;257,23008;2,7;12,8;124,6
2022-11-02;Guarapiranga;60,1;0,3;102,81359;0,2;6,6;124,0
2022-11-02;Cotia;45,9;0,2;7,56534;0,8;9,2;123,9
2022-11-02;Rio Grande;98,0;1,7;109,90711;10,8;21,4;137,3
2022-11-02;Rio Claro;55,7;9,0;7,61127;62,4;107,0;194,0
2022-11-02;São Lourenço;71,0;3,3;63,09397;4,8;21,2;151,2
2022-11-01;Cantareira;32,2;0,4;315,96668;23,1;23,1;149,5
2022-11-01;Alto Tietê;45,3;0,2;253,88480;10,1;10,1;124,6
2022-11-01;Guarapiranga;59,8;0,9;102,33131;6,4;6,4;124,0
2022-11-01;Cotia;45,7;0,3;7,54141;8,4;8,4;123,9
2022-11-01;Rio Grande;96,3;0,5;108,03289;10,6;10,6;137,3
2022-11-01;Rio Claro;46,7;6,1;6,37788;44,6;44,6;194,0
2022-11-01;São Lourenço;67,7;3,2;60,10355;16,4;16,4;151,2
2022-10-31;Cantareira;31,8;0,1;311,87671;13,0;119,5;126,3
2022-10-31;Alto Tietê;45,1;0,1;252,66251;14,1;74,9;106,0
2022-10-31;Guarapiranga;58,9;0,4;100,88847;22,8;77,6;114,5
2022-10-31;Cotia;45,4;-0,2;7,49368;16,8;62,8;120,2
2022-10-31;Rio Grande;95,8;0,2;107,47446;20,2;132,8;132,7
2022-10-31;Rio Claro;40,6;-0,1;5,54516;12,0;125,4;173,7
2022-10-31;São Lourenço;64,5;1,6;57,25944;55,4;163,4;141,2
2022-10-30;Cantareira;31,7;0,0;311,64620;19,9;106,5;126,3
2022-10-30;Alto Tietê;45,0;-0,1;252,08319;12,0;60,8;106,0
2022-10-30;Guarapiranga;58,5;-0,3;100,16933;1,8;54,8;114,5
2022-10-30;Cotia;45,6;-0,3;7,51753;15,0;46,0;120,2
2022-10-30;Rio Grande;95,6;0,0;107,28871;10,4;112,6;132,7
2022-10-30;Rio Claro;40,7;0,8;5,56545;41,4;113,4;173,7
2022-10-30;São Lourenço;62,9;0,4;55,85515;28,0;108,0;141,2
2022-10-29;Cantareira;31,7;-0,1;311,24950;3,2;86,6;126,3
2022-10-29;Alto Tietê;45,1;-0,2;252,72363;0,2;48,8;106,0
2022-10-29;Guarapiranga;58,8;-0,1;100,64858;0,0;53,0;114,5
2022-10-29;Cotia;45,9;-0,5;7,56534;0,0;31,0;120,2
2022-10-29;Rio Grande;95,6;-0,2;107,28871;0,0;102,2;132,7
2022-10-29;Rio Claro;39,9;-0,2;5,45355;0,4;72,0;173,7
2022-10-29;São Lourenço;62,5;0,1;55,48263;0,0;80,0;141,2
2022-10-28;Cantareira;31,8;-0,2;312,43499;5,9;83,4;126,3
2022-10-28;Alto Tietê;45,3;-0,1;253,66834;4,5;48,6;106,0
2022-10-28;Guarapiranga;58,9;-0,3;100,88847;0,0;53,0;114,5
2022-10-28;Cotia;46,4;-0,5;7,66147;0,8;31,0;120,2
2022-10-28;Rio Grande;95,8;-0,3;107,47446;0,0;102,2;132,7
2022-10-28;Rio Claro;40,1;-0,3;5,48463;3,8;71,6;173,7
2022-10-28;São Lourenço;62,4;0,0;55,38962;25,0;80,0;141,2
2022-10-27;Cantareira;32,0;-0,1;313,78015;0,0;77,5;126,3
2022-10-27;Alto Tietê;45,4;-0,2;254,62071;0,2;44,1;106,0
2022-10-27;Guarapiranga;59,2;-0,3;101,36874;0,0;53,0;114,5
